reg_id,cell_viability,processing_date,comment,RNA isolation kit,Kit lot number,Elution vol (ul),Macrophage RNA Tube ID,Macrophage RNA Tube Location Box ID,Date of RNA QC,RNA volume for QC,RIN,RNA concentration (pg/ul),TS comment,TechCore comment,Sequence?,TapeStation assay type,ul for 250 pg,Complete?,Library prep date,Sample,RNA Tube ID,Library prep plate,RNAseq batch
subject_7125,49.2,2018-06-22,All 7 mL of sample were processed - cell count was too low to sort,QIAGEN RNeasy Plus Micro,160052304.0,12.0,303606114.0,TS01069817,2018-06-24,3.0,8.9,805.4,RNA concentration outside recommended range for RINe,ok,Yes,Standard RNA,1.48,Partial,2018-07-25,7125-SMP-06,303606114.0,A1,SCRIPT_RNAseq_Batch_02
subject_6494,91.2,,,,,,,,,,,,,,,,,,,,,,
subject_8926,,,,,,,,,,,,,,,,,,,,,,,
subject_4985,71.2,,,,,,,,,,,,,,,,,,,,,,
subject_5397,45.7,2017-12-01,All 7 mL of sample were processed - cell count was too low to sort,,,,,,,,,,,,,,,,,,,,
subject_4560,65.4,2020-10-07,All 7 mL of sample were processed - cell count was too low to sort,QIAGEN RNeasy Plus Micro,160047191.0,18.0,300263186.0,TS01064421,2020-10-07,3.0,,212.7,ok,"Low concentration, almost no 18S and 28S peaks. Use for sequencing (serial sample).",Yes,Standard RNA,1.27,Complete,2020-10-18,4560-SMP-00,300263186.0,B1,SCRIPT_RNAseq_Batch_01
subject_6022,41.3,2023-02-06,,Norgen Single Cell RNA kit,160052304.0,18.0,303227323.0,TS01064421,2023-02-08,3.0,,2490.7,,Use for sequencing.,No,HSRNA,5.53,Partial,2023-02-19,6022-SMP-01,303227323.0,E1,SCRIPT_RNAseq_Batch_02
subject_8117,45.6,,,,,,,,,,,,,,,,,,,,,,
subject_6234,79.3,2022-03-04,,,,,,,,,,,,,,,,,,,,,
subject_5131,79.0,2019-04-08,,,,,,,,,,,,,No,,,,,,,,
subject_4062,,,,,,,,,,,,,,,,,,,,,,,
subject_4325,,,,,,,,,,,,,,,,,,,,4325-SMP-02,,,
subject_5878,67.2,2019-03-12,,,,,,,,,,,,,,,,,,,,,
subject_8190,54.8,2016-07-10,,Norgen Single Cell RNA kit,170220164.0,16.0,304474827.0,TS01064421,2016-07-12,2.0,9.7,366.5,ok,"Low concentration, almost no 18S and 28S peaks. Use for sequencing (serial sample).",Yes,Standard RNA,0.67,Complete,2016-08-10,8190-SMP-08,304474827.0,C1,SCRIPT_RNAseq_Batch_01
subject_6148,67.3,,,,,,,,,,,,,,,,,,,,,,
subject_2971,72.9,,,,,,,,,,,,,,,,,,,,,,
subject_8312,80.8,2020-07-18,"Traces look ok, decent 18S and 28S peaks. Use for sequencing.",QIAGEN RNeasy Plus Micro,160047191.0,16.0,303359824.0,TS01069817,2020-07-18,3.0,,9144.2,,Use for sequencing.,Yes,Standard RNA,2.62,Complete,2020-08-20,8312-SMP-04,303359824.0,D1,SCRIPT_RNAseq_Batch_03
subject_4582,50.1,2021-10-24,All 7 mL of sample were processed - cell count was too low to sort,QIAGEN RNeasy Plus Micro,161004778.0,14.0,302489492.0,TS01069817,2021-10-24,2.0,,5428.8,ok,ok,Yes,Standard RNA,1.31,Complete,2021-11-03,4582-SMP-08,302489492.0,A1,SCRIPT_RNAseq_Batch_04
subject_7720,,,,,,,,,,,,,,,,,,,,7720-SMP-07,,,
subject_8254,84.4,,,Norgen Single Cell RNA kit,160047191.0,16.0,304281720.0,TS01063219,,,,,,,,,,,,8254-SMP-05,304281720.0,,
subject_6808,55.3,,,,,,,,,,,,,,,,,,,,,,
subject_2325,64.1,2021-07-23,"Traces look ok, decent 18S and 28S peaks. Use for sequencing.",QIAGEN RNeasy Plus Micro,170220164.0,14.0,,,,,,,,,,,,,,,,,
subject_7343,55.1,,,,,,,,,,,,,,,,,,,,,,
subject_3717,,,,,,,,,,,,,,,,,,,,,,,
subject_4060,61.1,,,,,,,,,,,,,,,,,,,,,,
subject_7053,43.4,,,QIAGEN RNeasy Plus Micro,160047191.0,14.0,,,,,7.0,16.8,,,Yes,,,,,,,,
subject_6564,86.9,,,,,,,,,,,,,,,,,,,,,,
subject_7729,57.1,,,,,,,,,,,,,,,,,,,,,,
subject_7889,50.4,2020-06-25,"Low concentration, almost no 18S and 28S peaks. Use for sequencing (serial sample).",QIAGEN RNeasy Plus Micro,161004778.0,12.0,301082433.0,TS01064421,2020-06-26,2.0,7.8,42.4,RNA concentration outside recommended range for RINe; RINe edited,Use for sequencing.,Yes,Standard RNA,4.19,Complete,2020-07-20,7889-SMP-03,301082433.0,D1,SCRIPT_RNAseq_Batch_04
subject_5990,56.9,2016-01-03,,QIAGEN RNeasy Micro,170220164.0,14.0,304258500.0,TS01069817,2016-01-06,1.0,,132.3,RNA concentration outside recommended range for RINe,ok,Yes,HSRNA,3.52,Complete,2016-01-23,5990-SMP-08,304258500.0,D1,SCRIPT_RNAseq_Batch_01
subject_6695,57.1,,,,,,,,,,6.4,26.6,,,Yes,,,,,,,,
subject_7644,49.6,2020-12-29,"Low concentration, almost no 18S and 28S peaks. Use for sequencing (serial sample).",QIAGEN RNeasy Micro,160052304.0,14.0,303579947.0,TS01063219,2020-12-29,2.0,9.6,74.0,,ok,Yes,Pico RNA,0.2,Partial,2021-01-07,7644-SMP-02,303579947.0,F1,SCRIPT_RNAseq_Batch_01
subject_8908,,2021-06-27,,Norgen Single Cell RNA kit,170220164.0,16.0,301616877.0,TS01063219,2021-06-28,1.0,8.4,4610.6,RNA concentration outside recommended range for RINe,"Low concentration, almost no 18S and 28S peaks. Use for sequencing (serial sample).",Yes,Pico RNA,3.87,Complete,2021-07-29,8908-SMP-02,301616877.0,E1,SCRIPT_RNAseq_Batch_04
subject_6864,62.1,,,,,,,,,,,,,,,,,,,,,,
subject_4714,49.7,,,Norgen Single Cell RNA kit,160052304.0,14.0,301572148.0,TS01064421,,,,,,,,,,,,4714-SMP-05,301572148.0,,
subject_6580,46.6,,,QIAGEN RNeasy Plus Micro,161004778.0,16.0,300428710.0,TS01069817,,,,,,,,,,,,6580-SMP-02,300428710.0,,
subject_2325,44.6,2022-06-08,"Traces look ok, decent 18S and 28S peaks. Use for sequencing.",QIAGEN RNeasy Plus Micro,160052304.0,14.0,302327065.0,TS01064421,2022-06-11,2.0,,4412.8,,Use for sequencing.,Yes,Standard RNA,5.88,Partial,2022-06-23,2325-SMP-07,302327065.0,E1,SCRIPT_RNAseq_Batch_04
subject_7043,45.8,,,,,,,,,,,,,,,,,,,,,,
subject_2191,,,,,,,,,,,,,,,,,,,,,,,
subject_3371,75.6,,,,,,,,,,,,,,,,,,,,,,
subject_4278,71.4,2016-06-17,,,,,,,,,,,,,,,,,,,,,
subject_3847,51.6,2020-02-19,,QIAGEN RNeasy Plus Micro,161004778.0,14.0,,,,,,,,,,,,,,,,,
subject_4499,42.1,,,,,,,,,,7.6,285.4,,,No,,,,,,,,
subject_5329,,2021-05-27,,QIAGEN RNeasy Plus Micro,160047191.0,16.0,,,,,,,,,,,,,,,,,
subject_4323,99.0,,RNA concentration outside recommended range for RINe,QIAGEN RNeasy Micro,161004778.0,12.0,,,,,,,,,,,,,,,,,
subject_8103,63.0,,,,,,,,,,,,,,,,,,,,,,
subject_7174,69.4,,,,,,,,,,,,,,,,,,,,,,
subject_5700,65.4,,,,,,,,,,,,,,No,,,,,,,,
subject_4782,78.2,2017-09-03,,QIAGEN RNeasy Plus Micro,161004778.0,12.0,302757710.0,TS01063219,2017-09-03,1.0,8.8,3884.0,RNA concentration outside recommended range for RINe,ok,Yes,HSRNA,7.7,Complete,2017-09-11,4782-SMP-02,302757710.0,A1,SCRIPT_RNAseq_Batch_02
subject_4681,66.2,,,,,,,,,,,,,,,,,,,,,,
subject_4309,52.1,2019-04-13,,QIAGEN RNeasy Micro,160052304.0,16.0,301028847.0,TS01069817,2019-04-14,2.0,,43083.4,RNA concentration outside recommended range for RINe,"Low concentration, almost no 18S and 28S peaks. Use for sequencing (serial sample).",Yes,Standard RNA,7.91,Complete,2019-05-11,4309-SMP-09,301028847.0,A1,SCRIPT_RNAseq_Batch_03
subject_6810,57.4,,All 7 mL of sample were processed - cell count was too low to sort,,,,,,,,,,,,No,,,,,,,,
subject_4926,67.3,2019-07-20,,,,,303891248.0,TS01064421,,,,,,,,,,,,4926-SMP-09,303891248.0,,
subject_4701,68.9,2016-07-25,,Norgen Single Cell RNA kit,161004778.0,18.0,301596300.0,TS01063219,2016-07-25,1.0,9.0,3537.2,RNA concentration outside recommended range for RINe,Use for sequencing.,Yes,Standard RNA,1.09,Partial,2016-08-27,4701-SMP-04,301596300.0,H1,SCRIPT_RNAseq_Batch_01
subject_2958,71.2,,,,,,,,,,,,,,,,,,,,,,
subject_4114,95.2,2017-12-22,,QIAGEN RNeasy Plus Micro,160047191.0,12.0,304765414.0,TS01064421,2017-12-25,2.0,9.2,51.3,RNA concentration outside recommended range for RINe,Use for sequencing.,Yes,Pico RNA,0.7,Complete,2018-01-14,4114-SMP-01,304765414.0,C1,SCRIPT_RNAseq_Batch_02
subject_6691,59.1,2023-09-19,,QIAGEN RNeasy Plus Micro,160047191.0,14.0,,,,,6.2,773.8,,,Yes,,,,,,,,
subject_2676,69.3,2019-10-04,,,,,,,,,,,,,,,,,,,,,
subject_4149,65.5,,,,,,,,,,,,,,,,,,,4149-SMP-09,,,
subject_6664,55.5,2016-10-26,"Low concentration, almost no 18S and 28S peaks. Use for sequencing (serial sample).",QIAGEN RNeasy Micro,161004778.0,14.0,300044079.0,TS01064421,2016-10-26,1.0,,6087.5,,Use for sequencing.,Yes,Standard RNA,6.66,Complete,2016-11-14,6664-SMP-05,300044079.0,D1,SCRIPT_RNAseq_Batch_01
subject_7595,34.5,2021-01-11,,,,,,,,,,,,,,,,,,,,,
subject_7267,,,,,,,,,,,,,,,,,,,,,,,
subject_8341,29.9,2017-10-13,All 7 mL of sample were processed - cell count was too low to sort,Norgen Single Cell RNA kit,160047191.0,16.0,303073852.0,TS01063219,2017-10-16,1.0,8.6,32211.9,,"Low concentration, almost no 18S and 28S peaks. Use for sequencing (serial sample).",No,Standard RNA,7.69,Partial,2017-10-26,8341-SMP-03,303073852.0,A1,SCRIPT_RNAseq_Batch_01
subject_4573,56.5,,,,,,,,,,,,,,,,,,,,,,
subject_5947,51.6,2016-05-07,,QIAGEN RNeasy Micro,161004778.0,16.0,302103237.0,TS01063219,2016-05-08,1.0,,111.6,ok,Use for sequencing.,Yes,Pico RNA,0.53,Partial,2016-05-24,5947-SMP-08,302103237.0,F1,SCRIPT_RNAseq_Batch_01
subject_2696,55.9,,,,,,,,,,,,,,,,,,,,,,
subject_5197,60.5,,,,,,,,,,,,,,,,,,,,,,
subject_4157,58.7,2017-07-16,,Norgen Single Cell RNA kit,161004778.0,18.0,301304776.0,TS01063219,2017-07-18,1.0,7.1,443.7,RNA concentration outside recommended range for RINe; RINe edited,ok,Yes,Standard RNA,6.76,Complete,2017-08-05,4157-SMP-08,301304776.0,G1,SCRIPT_RNAseq_Batch_04
subject_3776,,2019-01-12,,,,,,,,,,,,,,,,,,,,,
subject_6652,45.2,2016-03-06,,Norgen Single Cell RNA kit,170220164.0,12.0,302041183.0,TS01064421,2016-03-06,1.0,6.6,62.2,ok,"Low concentration, almost no 18S and 28S peaks. Use for sequencing (serial sample).",No,Pico RNA,1.57,Partial,2016-03-23,6652-SMP-00,302041183.0,D1,SCRIPT_RNAseq_Batch_04
subject_8939,56.2,,,,,,,,,,,,,,,,,,,,,,
subject_2407,47.2,2016-06-29,,,,,,,,,,,,,,,,,,,,,
subject_7913,17.4,,,,,,,,,,,,,,,,,,,,,,
subject_2099,75.4,,,,,,,,,,,,,,,,,,,2099-SMP-09,,,
subject_4549,62.0,,,,,,,,,,,,,,,,,,,,,,
subject_7927,66.3,,"Low concentration, almost no 18S and 28S peaks. Use for sequencing (serial sample).",,,,,,,,,,,,,,,,,7927-SMP-08,,,
subject_5575,92.9,,,,,,,,,,,,,,,,,,,,,,
subject_8397,53.9,,,,,,,,,,,,,,,,,,,,,,
subject_5925,81.7,,,,,,,,,,,,,,,,,,,,,,
subject_3817,52.4,,,,,,,,,,,,,,,,,,,3817-SMP-03,,,
subject_3428,45.8,,,,,,,,,,,,,,,,,,,,,,
subject_7570,91.4,2022-04-12,RNA concentration outside recommended range for RINe,Norgen Single Cell RNA kit,161004778.0,18.0,301442948.0,TS01064421,2022-04-15,2.0,6.7,687.6,ok,Use for sequencing.,Yes,HSRNA,8.45,Complete,2022-04-30,7570-SMP-05,301442948.0,F1,SCRIPT_RNAseq_Batch_04
subject_5984,45.3,,Sample extremely viscous; was diluted with MACs buffer prior to filtering (no supernatant sample collected),,,,,,,,,,,,No,,,,,,,,
subject_5282,46.5,,,QIAGEN RNeasy Plus Micro,160052304.0,14.0,302721493.0,TS01069817,,,,,,,,,,,,5282-SMP-06,302721493.0,,
subject_4796,59.2,2016-12-31,All 7 mL of sample were processed - cell count was too low to sort,QIAGEN RNeasy Micro,160052304.0,16.0,,,,,,,,,,,,,,,,,
subject_7720,63.8,2021-07-08,,,,,,,,,,,,,,,,,,,,,
subject_4822,86.6,,,,,,,,,,,,,,,,,,,,,,
subject_6072,48.4,,,,,,,,,,,,,,,,,,,,,,
subject_8791,98.0,,,,,,,,,,,,,,No,,,,,,,,
subject_5490,54.5,,,,,,,,,,,,,,,,,,,,,,
subject_5954,99.0,,,,,,,,,,,,,,,,,,,5954-SMP-06,,,
subject_5716,85.8,,,,,,,,,,,,,,,,,,,,,,
subject_5947,84.8,2016-06-05,,,,,,,,,,,,,No,,,,,,,,
subject_3180,47.4,,All 7 mL of sample were processed - cell count was too low to sort,,,,,,,,,,,,,,,,,3180-SMP-08,,,
subject_7644,,,,,,,,,,,,,,,,,,,,7644-SMP-05,,,
subject_8166,,2022-04-29,,Norgen Single Cell RNA kit,160052304.0,18.0,304002701.0,TS01064421,2022-04-29,3.0,8.7,26454.2,RNA concentration outside recommended range for RINe; RINe edited,ok,No,Standard RNA,6.75,Partial,2022-05-21,8166-SMP-02,304002701.0,B1,SCRIPT_RNAseq_Batch_01
subject_4753,55.9,,,,,,,,,,,,,,,,,,,,,,
subject_2630,59.3,2020-08-05,,,,,,,,,,,,,,,,,,,,,
subject_7940,53.5,,All 7 mL of sample were processed - cell count was too low to sort,QIAGEN RNeasy Plus Micro,160047191.0,16.0,,,,,7.0,3268.5,,,No,,,,,,,,
subject_4799,78.3,2017-09-11,,Norgen Single Cell RNA kit,160047191.0,18.0,302324365.0,TS01063219,2017-09-14,3.0,,1770.5,ok,ok,Yes,HSRNA,6.44,Complete,2017-09-29,4799-SMP-01,302324365.0,G1,SCRIPT_RNAseq_Batch_02
subject_7830,40.0,,,,,,,,,,,,,,,,,,,,,,
subject_4133,76.4,2019-07-10,,QIAGEN RNeasy Plus Micro,161004778.0,18.0,300094454.0,TS01063219,2019-07-12,3.0,8.1,5649.4,RNA concentration outside recommended range for RINe,"Low concentration, almost no 18S and 28S peaks. Use for sequencing (serial sample).",No,Standard RNA,7.48,Complete,2019-07-20,4133-SMP-07,300094454.0,A1,SCRIPT_RNAseq_Batch_03
subject_5427,67.5,,,,,,,,,,,,,,,,,,,,,,
subject_2871,76.8,2020-12-23,,,,,,,,,,,,,,,,,,,,,
subject_3061,53.5,,,,,,,,,,,,,,,,,,,,,,
subject_7595,60.5,,,,,,,,,,,,,,,,,,,,,,
subject_7826,45.7,,,,,,,,,,,,,,,,,,,,,,
subject_5931,44.0,,,,,,,,,,,,,,,,,,,5931-SMP-06,,,
subject_5792,59.9,,,,,,,,,,,,,,,,,,,,,,
subject_8010,65.1,,"Low concentration, almost no 18S and 28S peaks. Use for sequencing (serial sample).",,,,,,,,,,,,,,,,,,,,
subject_7971,75.7,2020-12-29,,Norgen Single Cell RNA kit,160052304.0,16.0,300736795.0,TS01064421,2020-12-30,2.0,8.0,1092.2,RNA concentration outside recommended range for RINe,ok,No,Pico RNA,6.49,Complete,2021-01-22,7971-SMP-00,300736795.0,A1,SCRIPT_RNAseq_Batch_04
subject_4244,,,,,,,,,,,,,,,,,,,,,,,
subject_6580,88.7,2019-07-16,,,,,,,,,,,,,,,,,,6580-SMP-00,,,
subject_4190,99.0,2016-01-03,,,,,,,,,,,,,,,,,,,,,
subject_3407,61.5,2022-11-16,,,,,,,,,,,,,,,,,,,,,
subject_7604,75.7,,,,,,,,,,,,,,,,,,,,,,
subject_6213,24.6,,,,,,,,,,,,,,,,,,,,,,
subject_2302,54.4,2018-09-26,RNA concentration outside recommended range for RINe,QIAGEN RNeasy Plus Micro,161004778.0,12.0,,,,,5.5,33.2,,,No,,,,,,,,
subject_7982,50.8,,,,,,,,,,,,,,,,,,,,,,
subject_7016,53.8,,,,,,,,,,,,,,,,,,,,,,
subject_2485,43.2,,,,,,,,,,,,,,,,,,,,,,
subject_3162,65.7,,,,,,,,,,,,,,,,,,,,,,
subject_3801,58.4,2020-11-17,"Traces look ok, decent 18S and 28S peaks. Use for sequencing.",,,,,,,,,,,,,,,,,,,,
subject_3647,63.7,2020-10-09,,QIAGEN RNeasy Micro,160052304.0,16.0,,,,,,,,,,,,,,,,,
subject_2855,49.4,,,,,,,,,,,,,,,,,,,,,,
subject_8628,57.2,,,,,,,,,,,,,,,,,,,,,,
subject_4985,33.6,,,,,,,,,,,,,,,,,,,,,,
subject_2237,69.7,,,,,,,,,,,,,,,,,,,,,,
subject_8227,,,,,,,,,,,,,,,No,,,,,,,,
subject_8383,74.3,,,,,,,,,,,,,,,,,,,,,,
subject_5011,37.0,2021-03-01,All 7 mL of sample were processed - cell count was too low to sort,QIAGEN RNeasy Micro,170220164.0,16.0,302102650.0,TS01063219,2021-03-02,1.0,,3462.9,ok,ok,Yes,Pico RNA,3.12,Complete,2021-03-28,5011-SMP-01,302102650.0,H1,SCRIPT_RNAseq_Batch_04
subject_4268,,,,,,,,,,,,,,,,,,,,,,,
subject_7328,40.9,,,,,,,,,,,,,,,,,,,,,,
subject_6132,56.8,,,,,,,,,,,,,,,,,,,,,,
subject_7522,51.7,,,,,,,,,,,,,,,,,,,,,,
subject_2505,79.3,,,,,,,,,,,,,,,,,,,,,,
subject_6175,41.4,,,,,,,,,,,,,,,,,,,,,,
subject_3289,60.4,2016-01-20,,QIAGEN RNeasy Micro,170220164.0,18.0,304956359.0,TS01063219,2016-01-21,2.0,,38.0,RNA concentration outside recommended range for RINe; RINe edited,"Low concentration, almost no 18S and 28S peaks. Use for sequencing (serial sample).",Yes,Pico RNA,7.7,Complete,2016-02-15,3289-SMP-08,304956359.0,C1,SCRIPT_RNAseq_Batch_01
subject_3552,88.1,2019-11-20,,,,,,,,,,,,,,,,,,,,,
subject_7120,97.3,,,,,,,,,,,,,,,,,,,,,,
subject_8970,51.8,,,,,,,,,,,,,,,,,,,8970-SMP-07,,,
subject_2371,56.8,,,,,,,,,,,,,,,,,,,,,,
subject_3337,52.0,2023-01-12,,QIAGEN RNeasy Plus Micro,161004778.0,18.0,303396814.0,TS01064421,2023-01-12,1.0,,62.9,,"Low concentration, almost no 18S and 28S peaks. Use for sequencing (serial sample).",Yes,Pico RNA,6.77,Complete,2023-01-24,3337-SMP-07,303396814.0,B1,SCRIPT_RNAseq_Batch_02
subject_2768,51.5,2025-07-16,,Norgen Single Cell RNA kit,170220164.0,18.0,300064157.0,TS01069817,2025-07-16,2.0,,911.1,RNA concentration outside recommended range for RINe,ok,Yes,HSRNA,6.1,Partial,2025-08-05,2768-SMP-08,300064157.0,A1,SCRIPT_RNAseq_Batch_04
subject_7833,50.2,,,,,,,,,,,,,,,,,,,,,,
subject_5675,99.0,,,,,,,,,,,,,,,,,,,,,,
subject_3594,39.6,2017-06-23,,QIAGEN RNeasy Micro,170220164.0,18.0,304537074.0,TS01064421,2017-06-24,3.0,,570.1,RNA concentration outside recommended range for RINe,"Low concentration, almost no 18S and 28S peaks. Use for sequencing (serial sample).",Yes,HSRNA,2.77,Complete,2017-07-28,3594-SMP-06,304537074.0,E1,SCRIPT_RNAseq_Batch_04
subject_7865,64.7,2017-03-06,,,,,300034043.0,TS01069817,,,5.7,513.3,,,Yes,,,,,7865-SMP-01,300034043.0,,
subject_3219,48.3,,,,,,,,,,,,,,,,,,,3219-SMP-04,,,
subject_8043,57.9,2017-10-27,,QIAGEN RNeasy Micro,160047191.0,12.0,302879052.0,TS01064421,2017-10-30,1.0,,43.2,RNA concentration outside recommended range for RINe; RINe edited,ok,Yes,Standard RNA,8.49,Complete,2017-11-18,8043-SMP-07,302879052.0,G1,SCRIPT_RNAseq_Batch_03
subject_8383,60.3,,"Traces look ok, decent 18S and 28S peaks. Use for sequencing.",,,,,,,,,,,,,,,,,,,,
subject_6537,54.2,2021-10-11,RNA concentration outside recommended range for RINe,Norgen Single Cell RNA kit,160052304.0,18.0,304490651.0,TS01063219,2021-10-12,2.0,7.7,3593.4,RNA concentration outside recommended range for RINe,ok,Yes,Pico RNA,7.9,Complete,2021-11-05,6537-SMP-02,304490651.0,B1,SCRIPT_RNAseq_Batch_02
subject_5231,50.1,,,,,,,,,,,,,,,,,,,5231-SMP-07,,,
subject_5592,,,,QIAGEN RNeasy Micro,161004778.0,16.0,304075118.0,TS01064421,,,,,,,,,,,,5592-SMP-04,304075118.0,,
subject_4912,59.0,,,,,,,,,,,,,,,,,,,4912-SMP-00,,,
subject_4596,74.2,2017-12-21,,,,,,,,,,,,,,,,,,,,,
subject_5091,66.7,2016-01-14,,,,,,,,,,,,,No,,,,,,,,
subject_4236,45.4,,,,,,,,,,,,,,,,,,,,,,
subject_7979,30.5,2021-08-18,RNA concentration outside recommended range for RINe,QIAGEN RNeasy Micro,160052304.0,14.0,300484260.0,TS01063219,2021-08-18,1.0,,371.9,RNA concentration outside recommended range for RINe,ok,Yes,Pico RNA,8.31,Partial,2021-08-29,7979-SMP-04,300484260.0,B1,SCRIPT_RNAseq_Batch_01
subject_2099,56.2,,,,,,,,,,,,,,,,,,,,,,
subject_7785,93.8,2020-05-15,,Norgen Single Cell RNA kit,170220164.0,18.0,300436077.0,TS01069817,2020-05-15,1.0,,1419.9,RNA concentration outside recommended range for RINe; RINe edited,"Low concentration, almost no 18S and 28S peaks. Use for sequencing (serial sample).",Yes,Standard RNA,6.22,Partial,2020-06-02,7785-SMP-05,300436077.0,E1,SCRIPT_RNAseq_Batch_02
subject_4833,45.5,,,,,,,,,,,,,,,,,,,,,,
subject_8465,54.8,2017-11-30,,,,,,,,,,,,,,,,,,,,,
subject_5596,,2019-12-29,,,,,301425554.0,TS01069817,,,,,,,,,,,,5596-SMP-03,301425554.0,,
subject_2028,49.2,,,,,,,,,,,,,,No,,,,,,,,
subject_6580,83.3,,,,,,,,,,,,,,,,,,,6580-SMP-02,,,
subject_8225,74.3,2017-02-24,,,,,,,,,,,,,,,,,,8225-SMP-04,,,
subject_4206,63.1,,,,,,,,,,,,,,,,,,,,,,
subject_5044,77.1,,,,,,,,,,,,,,,,,,,,,,
subject_7760,64.2,2017-05-08,,,,,,,,,,,,,,,,,,,,,
subject_4414,85.0,2017-08-29,,,,,,,,,,,,,,,,,,,,,
subject_3994,37.9,,,,,,,,,,,,,,,,,,,,,,
subject_2061,48.2,,,,,,,,,,,,,,,,,,,,,,
subject_3148,41.9,,,,,,,,,,,,,,,,,,,,,,
subject_6019,89.4,,,,,,,,,,,,,,,,,,,,,,
subject_5682,99.0,,,,,,,,,,,,,,,,,,,5682-SMP-02,,,
subject_8251,42.6,2020-08-02,,QIAGEN RNeasy Plus Micro,160047191.0,14.0,303677026.0,TS01064421,,,,,,,,,,,,8251-SMP-02,303677026.0,,
subject_6019,48.9,2017-02-05,Sample extremely viscous; was diluted with MACs buffer prior to filtering (no supernatant sample collected),Norgen Single Cell RNA kit,160047191.0,16.0,301101351.0,TS01069817,2017-02-06,1.0,8.2,6235.0,,ok,Yes,HSRNA,4.81,Complete,2017-03-01,6019-SMP-02,301101351.0,G1,SCRIPT_RNAseq_Batch_03
subject_5030,68.5,,,,,,,,,,,,,,,,,,,,,,
subject_4896,45.3,2020-05-06,,,,,,,,,,,,,,,,,,,,,
subject_2616,64.0,2021-01-22,Sample extremely-mucous like; small yield in cells and insufficient amount to sort,QIAGEN RNeasy Plus Micro,161004778.0,18.0,301586658.0,TS01064421,2021-01-23,1.0,,380.8,,ok,Yes,Standard RNA,2.13,Partial,2021-02-20,2616-SMP-01,301586658.0,H1,SCRIPT_RNAseq_Batch_04
subject_7228,68.4,2020-01-05,,Norgen Single Cell RNA kit,170220164.0,12.0,300369492.0,TS01064421,2020-01-07,1.0,7.8,94.8,RNA concentration outside recommended range for RINe,"Low concentration, almost no 18S and 28S peaks. Use for sequencing (serial sample).",Yes,Standard RNA,7.81,Partial,2020-01-28,7228-SMP-04,300369492.0,C1,SCRIPT_RNAseq_Batch_03
subject_7593,59.0,,Sample extremely viscous; was diluted with MACs buffer prior to filtering (no supernatant sample collected),,,,,,,,,,,,,,,,,,,,
subject_6256,99.0,2018-12-09,,QIAGEN RNeasy Plus Micro,161004778.0,12.0,302891661.0,TS01064421,2018-12-11,2.0,,30.2,RNA concentration outside recommended range for RINe; RINe edited,"Low concentration, almost no 18S and 28S peaks. Use for sequencing (serial sample).",No,HSRNA,2.4,Partial,2019-01-10,6256-SMP-06,302891661.0,G1,SCRIPT_RNAseq_Batch_02
subject_6379,50.5,,,,,,,,,,,,,,,,,,,,,,
subject_7356,69.3,,,Norgen Single Cell RNA kit,170220164.0,14.0,303460493.0,TS01069817,,,,,,,,,,,,7356-SMP-07,303460493.0,,
subject_7094,58.4,,,,,,,,,,,,,,,,,,,,,,
subject_8545,58.0,,,,,,,,,,,,,,,,,,,,,,
subject_2237,53.8,,"Traces look ok, decent 18S and 28S peaks. Use for sequencing.",,,,,,,,,,,,,,,,,,,,
subject_2328,,2018-01-01,,QIAGEN RNeasy Plus Micro,170220164.0,16.0,303541237.0,TS01063219,2018-01-04,3.0,7.1,7159.6,ok,Use for sequencing.,Yes,HSRNA,7.9,Complete,2018-01-20,2328-SMP-04,303541237.0,G1,SCRIPT_RNAseq_Batch_03
subject_7664,83.2,,Sample extremely-mucous like; small yield in cells and insufficient amount to sort,Norgen Single Cell RNA kit,170220164.0,16.0,300297001.0,TS01063219,,,8.8,667.1,,,No,,,,,7664-SMP-06,300297001.0,,
subject_2455,76.5,,,,,,,,,,,,,,,,,,,,,,
subject_8015,,,,,,,,,,,,,,,,,,,,,,,
subject_3255,,2017-10-19,,,,,,,,,,,,,,,,,,,,,
subject_4749,,,,,,,,,,,,,,,,,,,,,,,
subject_5384,64.8,,,,,,,,,,,,,,,,,,,5384-SMP-01,,,
subject_5322,68.0,2019-02-17,,,,,,,,,,,,,,,,,,,,,
subject_2630,65.8,2021-08-03,"Low concentration, almost no 18S and 28S peaks. Use for sequencing (serial sample).",QIAGEN RNeasy Plus Micro,161004778.0,14.0,301060678.0,TS01063219,,,,,,,,,,,,2630-SMP-00,301060678.0,,
subject_7023,68.9,,Sample extremely viscous; was diluted with MACs buffer prior to filtering (no supernatant sample collected),,,,,,,,,,,,,,,,,,,,
subject_5103,,2017-04-16,Sample extremely-mucous like; small yield in cells and insufficient amount to sort,QIAGEN RNeasy Plus Micro,170220164.0,16.0,304613658.0,TS01063219,2017-04-16,3.0,9.5,7335.2,RNA concentration outside recommended range for RINe; RINe edited,"Low concentration, almost no 18S and 28S peaks. Use for sequencing (serial sample).",Yes,HSRNA,4.61,Complete,2017-05-12,5103-SMP-04,304613658.0,A1,SCRIPT_RNAseq_Batch_02
subject_5397,49.9,,,,,,,,,,,,,,,,,,,,,,
subject_4152,86.5,,,,,,,,,,,,,,,,,,,,,,
subject_6960,67.0,,,,,,,,,,,,,,,,,,,,,,
